direction,signal_date,entry_date,exit_date,exit_reason,holding_bars,entry_equity,entry_gross_notional,gross_pnl,borrow_cost,trading_cost,net_pnl,return_on_equity,is_open,fold
1,2015-02-18,2015-02-19,2015-03-02,exit,7,100000.0,100000.00000000001,1569.998088552569,4.948659210604544,100.88558150267573,1464.1638478392888,0.014641638478392888,False,6
1,2015-03-11,2015-03-12,2015-07-07,end_of_window,80,101464.16384783927,101464.16384783927,-507.1137086933261,57.09186001031912,101.73717185431201,-665.9427405579572,-0.00656332950771307,False,6
