direction,signal_date,entry_date,exit_date,exit_reason,holding_bars,entry_equity,entry_gross_notional,gross_pnl,borrow_cost,trading_cost,net_pnl,return_on_equity,is_open,fold
1,2022-10-03,2022-10-04,2023-01-27,exit,79,100000.0,100000.0,-28743.406650713343,36.580038408351605,95.22482709727043,-28875.211516218966,-0.2887521151621897,False,0
1,2023-10-13,2023-10-16,2023-11-22,exit,27,71124.7884837811,71124.7884837811,-690.9681006615441,12.432879837920627,73.81847573982122,-777.2194562392859,-0.010927546820283603,False,2
-1,2023-12-27,2023-12-28,2024-01-16,exit,11,70347.5690275418,70347.5690275418,3297.37937849554,9.97697067590323,67.38520012609581,3220.017207693541,0.045772970583146534,False,2
1,2024-02-06,2024-02-07,2024-04-04,end_of_window,39,73567.58623523536,73567.58623523536,-287.4469284261952,18.65799411532139,72.3123335949092,-378.4172561364258,-0.005143804160250972,False,2
1,2024-10-11,2024-10-14,2024-10-25,exit,9,73189.16897909892,73189.16897909892,5011.113528093247,3.833558727656332,76.42833753288666,4930.851631832704,0.06737132967366849,False,4
-1,2024-12-11,2024-12-12,2024-12-23,exit,7,78120.02061093162,78120.02061093164,2439.679694340735,7.678933109504779,79.28189728889208,2352.718863942338,0.030116720983213788,False,4
