direction,signal_date,entry_date,exit_date,exit_reason,holding_bars,entry_equity,entry_gross_notional,gross_pnl,borrow_cost,trading_cost,net_pnl,return_on_equity,is_open,fold
1,2015-03-11,2015-03-12,2015-04-07,exit,17,100000.0,100000.0,514.724996699237,11.920787463656353,100.4425903175348,402.36161891804585,0.0040236161891804584,False,6
1,2015-06-29,2015-06-30,2015-07-07,end_of_window,4,100402.36161891805,100402.36161891806,517.6560398582899,2.852550063349023,101.82837354771698,412.9751162472239,0.004113201219456278,False,6
